ARTICLE_ID,TITLE,SECTION_TITLE,SECTION_TEXT
19755,Hide-and-seek,Variants,"Different versions of the game are played around the world under a variety of names. One derivative in game is called ""Sardines"" in which only one person hides and the others must find them hiding with them when they do so. The hiding places become progressively more cramped like sardines in a tin. The last person to find the hiding group is the loser. A. M. Burrage calls this version of the game ""Smee"" in his 1931 ghost story of the same name.
Hide and Seek (painting 1881)
In some versions of the game after the first player is caught or if not any other players can be found over a period of time ""it"" calls out a pre-agreed phrase (such as ""Olly olly oxen free"" or ""All in All in Everybody out there all in free"") to signal the other hiders to return to base for the next round. In another version when players are caught they help the ""it"" seek out others.
The original term is ""All ye all ye come for free"". Over the years this term has taken on various phrases the most popular is ""Olly olly oxen free"".

In one variant once all hiders have been located the game then becomes a game of tag where the ""it"" chases after all the other players and the first person tagged becomes the ""it"".

In another the hiders who are found help the ""it"" track down the remaining hiders but the first person to be found becomes the next ""it.""

In some parts of Australia the game is called ""44 Homes."" The hiders hide until they are spotted by the seeker who chants ""Forty Forty I see you"" (sometimes shortened to ""Forty forty see you""). Once spotted the hider must run to ""home base"" (where the ""it"" was counting while the other players hid) and touch it before she or he is ""tipped"" (tagged or touched) by the seeker.  If tagged that hider becomes the new ""it.""

In India hide-and-seek is played differently – if any of the 'hiders' touch the seeker and says 'Dhappa' then the seeker has to count again. However if the seeker sees the hider before they manage to touch him/her and say dhappa then that hider will be 'it' the next round unless some other hider manages to 'Dhappa' the seeker without being seen.But now instead of doing Dhappa on the ""IT""s body hiders can do dhappa where the ""it"" counts. The ""it"" is simply called as ""Dianer"" (daa-ee-nuh-rr); and the dianers takes a dian.(count)

In Brazil and Russia hide-and-seek has an extra step. The ""it"" starts counting with eyes closed and facing the wall while everyone hides. Once the ""it"" finds someone they must race to the spot where the ""it"" was originally counting and facing the wall and whoever touches that spot first wins the game. This is also sometimes played by other countries.
"
260986,James Noble Tyner,Post Office frauds and investigation (1903),"Postmaster-General Henry C. Payne removed Tyner from office on April 22 1903
On March 7 1903 President Theodore Roosevelt launched an investigation into frauds in the Post Office. Early in April Postmaster-General Henry C. Payne informed Tyner who was under suspicion of corruption to resign office by a mutual friend . Tyner and Mrs. Tyner then pleaded with Payne to keep Tyner in office. Payne then postponed Tyner's resignation to May 1 and told Tyner he was suspended from duties as Assistant Attorney barring Tyner from his office. This left Tyner in a precarious position of technically being Assistant Attorney without administrative powers. Tyner instructed his wife to retrieve his official papers from the safe room in his Washington D.C. office on the fifth floor of the Postal Department. On Tuesday April 20 Mrs. Tyner arrived at Tyner's office at closing time 4 P.M. and was allowed to enter Tyner's office unsuspectedly alone. Tyner's wife then secretly let in her sister-in-law and a company safe man by another door who unlocked the safe whereupon Mrs. Tyner retrieved all of Tyner's official papers. Having bundled and packaged the papers Mrs. Tyner sent the papers by an African American messenger who had also entered Tyner's office by another door taking the papers to Tyner's residence. After her party had left by the other door Mrs. Tyner then walked out of Tyner's office alone and returned to Tyner's house. The head of the Post Office Bureau George Christiancy immediately discovered and informed Postmaster-General Payne of Mrs. Tyner taking Tyners papers from the safe. Payne sent two investigators to Tyner's house but Tyner and his wife refused to give the investigators Tyner's papers nor allow the investigators into Tyner's residence.

On April 22 1903 Assistant Attorney General Tyner was removed from office by Postmaster-General Payne. Four days later on April 26 Tyner and his wife denied any wrongdoing. Tyner stated that he had served his country faithfully and the officials at the Post Office had ""lost their heads"". Tyner stated he remained on as Assistant Attorney after March 9 to vindicate his honor. Mrs. Tyner stated that she and her husband had been labeled robbers by the Postal Department. Mrs. Tyner said that she had freely been allowed to go into Tyner's office room where the safe was located and nothing was done in secret. Mrs. Tyner said she returned papers in a box to the Postal Department that did not have any criminal evidence.

In mid-1903 Tyner was investigated for corruption in the Post Office by special prosecutor Charles J. Bonaparte and Fourth Assistant Postmaster General Joseph L. Bristow. Tyner was indicted three times for fraud and one count bribery. Also indicted was First Assistant Postmaster Perry S. Heath. President Roosevelt stated the postal investigation revealed a condition of ""gross corruption"" in their offices.   Allegations against Tyner and Heath ranged from gross negligence of office criminal collusion to actual participation in frauds bribery and financial profiteering.  Tyner was acquitted for lack of evidence since Tyner's wife had removed his papers from his office in April. Bristow's investigation resulted in 41 indictments against 31 persons connected to the postal frauds. Four postal officers and employees resigned while thirteen workers were removed from office.
"
366643,La Cage aux Folles (musical),References,"*Bloom Ken and Vlastnik Frank. ''Broadway Musicals: The 101 Greatest Shows of All Time'' Black Dog & Leventhal Publishers (2004; revised paperback ed. 2008). 
*Bloom Ken and Jerry Herman. ''Jerry Herman: the lyrics: a celebration'' Routledge (2003). 
*Herman Jerry and Marilyn Stasio. ''Showtune: A Memoir by Jerry Herman'' New York: Donald I. Fine Books (1996). 
*Laurents Arthur. ''Mainly on Directing: Gypsy West Side Story and Other Musicals'' New York: Knopf (2009). 
"
630699,Harbor Freight Tools,Philanthropy,"Eric Smidt Harbor Freight Tools CEO Donates to Los Angeles Unified School District (LAUSD)

On January 9 2013 CEO Smidt through Harbor Freight Tools donated $1.4 million of tools and equipment to the Los Angeles Unified School District’s (LAUSD) Career Technical Education. The donation was presented to LAUSD Board President Monica Garcia and Executive Director Michael Romero at the East Los Angeles Skills Center and Occupational Center in front of an assembly.

Later in the same year Harbor Freight Tools expanded its Tools for Schools program by donating a $100000 gift of tools and equipment to South Carolina schools.
"
477973,Luigi Serafini (artist),Introduction,"
'''Luigi Serafini''' (born 4 August 1949 in Rome) is an Italian artist and designer. He is best known for creating the ''Codex Seraphinianus'' an illustrated encyclopedia of imaginary things in what is believed to be a constructed language.  This work was published in 1981 by Franco Maria Ricci out of Milan.
"
551878,Robert S. Langer,Appearances,"Langer was a keynote speaker at the 2016 Congress of Future Science and Technology Leaders.
"
739881,Bad4Good,Discography,"* ''Refugee'' (1992)
"
556579,Delta–Mendota Canal,History,"The Delta–Mendota Canal was completed in 1951 and is operated by the United States Bureau of Reclamation and the San Luis Delta Mendota Water Authority which is charged with maintaining the quality of the water that is discharged from the south end of the canal. The canal passes through parts of Alameda San Joaquin Stanislaus Merced and Fresno counties.
"
130981,Quebec Bulldogs,Head coaches,"*Charles Nolan (1910–12)
*Mike Quinn (1912–20)
"
658829,James Hendler,Introduction,"'''James Alexander Hendler''' (born April 2 1957) is an artificial intelligence researcher at Rensselaer Polytechnic Institute United States and one of the originators of the Semantic Web.
"
757677,KSU (band),External links,"* KSU Official website  
* KSU Official MySpace Profile 






"
779119,Spermula,Introduction,"
'''''Spermula''''' is a French softcore fantasy film from 1976 made by painter and film director Charles Matton.  The film was later re-edited and dubbed in English as a science-fiction comedy.
"
560187,Zaragoza Nueva Ecija,History,"Founded in 1878 Zaragoza was born as Bario San Vicente upon recommendation of Don Francisco to Governor  Cillos. Later Municipal President Cirilo Acosta moved the town hall building to the present site where the Post Office and Comelec extension offices are located. Mayor Pascual Linsangan completed the building. Mayor Francisco Ramirez added the Sangguniang Bayan Session Hall with Plaza stage fountain and fenced the site in 1971. Then Mayor Lydia Pagaduan improved the Town Hall in 2010.

===Incidents===

On February 17 2003 Police filed arson and grave threats cases against a local New People's Army (NPA) leader Ka Adrian team leader of the NPAs Sandatahang Yunit Propaganda and 5 other members of the Tarlac Provincial Party Committee with the Zaragoza Municipal Trial Court for the January 2003 attack on the Globe Telecom cell-site.

On April 11 2012 3 bodies of family members Pastor Fernandito de Guzman his wife Rosalinda and 21-year-old son Norie were discovered in Barangay Mayamot Zaragoza Nueva Ecija on Wednesday morning. De Guzman was abducted by 3 armed men allegedly being National Bureau of Investigation (NBI) agents.

On Mayo 19 2012 retired police and former municipal councilor Napoleon Paraton 48 was gunned down by 2 armed men at Barangay Sto. Rosario Old Zaragoza Nueva Ecija.

July 30 2012 the  64-kilometer Central Luzon Expressway (CLEx) from the Hacienda Luisita interchange of the Subic-Clark-Tarlac Expressway (SCTEx) in Tarlac City to San Jose City in Nueva Ecija will be built in 2 phases.  It will benefit Zaragoza for it will pass through parts of Tarlac City and La Paz town in Tarlac to Zaragoza inter alia.

On Saturday December 23 2012 Nila Mactal 62 the high school principal of Zaragoza National High School in Zaragoza town was shot and killed by a lone gunman at her Aliaga Nueva Ecija house.
"
161292,Half dollar (United States coin),List of early commemorative issues,"


*Columbian half dollar (1892–1893)
*Panama–Pacific half dollar (1915)
*Illinois Centennial half dollar (1918)
*Maine Centennial half dollar (1920)
*Pilgrim Tercentenary half dollar (1920–1921)
*Missouri Centennial half dollar (1921)
*Alabama Centennial half dollar (1921)
*Grant Memorial half dollar (1922)
*Monroe Doctrine Centennial half dollar (1923)
*Huguenot-Walloon half dollar (1924)
*Lexington-Concord Sesquicentennial half dollar (1925)
*Stone Mountain Memorial half dollar (1925)
*California Diamond Jubilee half dollar (1925)
*Fort Vancouver Centennial half dollar (1925)
*United States Sesquicentennial half dollar (1926)
*Oregon Trail Memorial half dollar (1926–1939)
*Vermont Sesquicentennial half dollar (1927)
*Hawaii Sesquicentennial half dollar (1928)
*Maryland Tercentenary half dollar (1934)
*Texas Centennial half dollar (1934–1938)
*Daniel Boone Bicentennial half dollar (1934–1938)
*Connecticut Tercentenary half dollar (1935)
*Arkansas Centennial half dollar (1935–1939)
*Arkansas-Robinson half dollar (1936)

*Hudson Sesquicentennial half dollar (1935)
*San Diego California Pacific Exposition half dollar (1935–1936)
*Old Spanish Trail half dollar (1935)
*Rhode Island Tercentenary half dollar (1936)
*Cleveland Centennial half dollar (1936)
*Wisconsin Territorial Centennial half dollar (1936)
*Cincinnati Musical Center half dollar (1936)
*Long Island Tercentenary half dollar (1936)
*York County Maine Tercentenary half dollar (1936)
*Bridgeport Connecticut Centennial half dollar (1936)
*Lynchburg Sesquicentennial half dollar (1936)
*Elgin Illinois Centennial half dollar (1936)
*Albany Charter half dollar (1936)
*San Francisco–Oakland Bay Bridge half dollar (1936)
*Columbia South Carolina Sesquicentennial half dollar (1936)
*Delaware Tercentenary half dollar (1936)
*Battle of Gettysburg half dollar (1936)
*Norfolk Virginia Bicentennial half dollar (1936)
*Roanoke Island half dollar (1937)
*Battle of Antietam half dollar (1937)
*New Rochelle New York half dollar (1938)
*Iowa Centennial half dollar (1946)
*Booker T. Washington Memorial half dollar (1946–1954)

"
